scan_date,symbol,name,market,close,open,high,low,volume,pivot_high,volume_ma20,volume_ratio,price_change_pct,score
2026-02-05,005490,POSCO홀딩스,KOSPI,180679,364910,581756,374308,7851696,392027,7751158,17.9,14.4,368.6
2026-02-23,005490,POSCO홀딩스,KOSPI,724565,753953,449669,599939,6347476,780132,7984768,11.1,5.5,357.4
2026-02-28,000660,SK하이닉스,KOSPI,696081,195998,266656,266995,1995859,647766,6885707,14.0,15.89,335.7
2026-02-01,207940,삼성바이오로직스,KOSPI,288968,353445,133667,294098,2694522,448591,5663623,12.2,24.19,327.7
2026-02-01,035720,카카오,KOSPI,429580,279974,195051,584277,9279821,145325,1790481,21.7,0.35,324.0
2026-02-03,000270,기아,KOSPI,618532,113918,378838,109942,1841248,662554,8999183,13.3,24.85,320.4
2026-02-01,005930,삼성전자,KOSPI,489898,281148,521029,667889,5667265,56814,3678638,17.9,6.91,317.7
2026-02-09,006400,삼성SDI,KOSPI,155239,511694,154555,601499,8665981,66093,3418526,11.1,17.92,316.1
2026-02-13,005380,현대차,KOSPI,416346,418154,726796,204864,4963933,157798,3456926,7.5,1.07,314.0
2026-02-06,006400,삼성SDI,KOSPI,285113,731725,121951,733414,1675419,82537,5148725,6.2,-4.29,313.3
2026-02-14,005490,POSCO홀딩스,KOSPI,453159,535188,658519,631242,1688246,521579,4158134,9.1,11.65,311.2
2026-02-15,028260,삼성물산,KOSPI,534106,345459,450422,577335,9849306,488997,3718884,20.7,23.04,293.8
2026-02-14,000270,기아,KOSPI,744299,460997,185215,673945,2421349,374620,7319630,16.6,6.5,278.9
2026-02-07,051910,LG화학,KOSPI,346745,155409,253547,360636,4816534,428411,4010529,8.6,19.78,277.2
2026-02-15,035720,카카오,KOSPI,312147,104714,722324,553935,7227905,631478,2721170,18.2,13.06,274.5
2026-02-21,068270,셀트리온,KOSPI,518436,329963,395637,366613,1191859,324258,7032283,17.8,-2.83,265.5
2026-02-26,207940,삼성바이오로직스,KOSPI,574776,208067,411724,75755,9099554,159627,5956530,11.3,28.66,262.5
2026-02-11,005490,POSCO홀딩스,KOSPI,299489,667457,389498,66547,3923366,328258,1879109,4.5,9.73,259.1
2026-02-26,028260,삼성물산,KOSPI,780609,524425,384400,120437,6037595,96853,2930810,2.0,7.01,253.1
2026-02-02,051910,LG화학,KOSPI,106802,756073,735197,727568,2651177,113556,7754864,18.6,23.02,253.0
2026-02-11,105560,KB금융,KOSPI,740909,596781,366282,530292,1522621,113780,9035982,21.4,9.92,251.1
2026-02-20,005490,POSCO홀딩스,KOSPI,234327,88105,466278,569447,4125790,353528,1628578,1.7,14.88,250.2
2026-02-24,035420,NAVER,KOSPI,786986,229708,136702,574139,8279795,726234,6557798,14.8,25.03,233.5
2026-02-12,005380,현대차,KOSPI,149704,377730,497494,377704,5276341,442483,3560856,17.6,11.6,227.7
2026-02-06,105560,KB금융,KOSPI,223061,540094,183827,702483,9961107,78276,7610562,15.4,18.2,217.5
2026-02-25,051910,LG화학,KOSPI,629902,443663,502825,244760,7376562,139856,5955645,20.3,19.96,214.9
2026-02-13,051910,LG화학,KOSPI,532446,773108,429430,142410,8326807,161005,5082173,11.7,9.02,210.1
2026-02-06,051910,LG화학,KOSPI,170096,221720,376147,163349,1430812,377110,7296605,10.8,20.03,206.4
2026-02-24,005380,현대차,KOSPI,226405,419283,227487,196757,9192588,242988,1985360,13.8,24.37,204.1
2026-02-02,006400,삼성SDI,KOSPI,57540,124441,792225,711759,1987737,290062,2130789,22.8,25.09,199.2
2026-02-17,105560,KB금융,KOSPI,622079,353742,723088,366768,9102469,306773,7813102,8.5,-2.45,183.9
2026-02-09,012330,현대모비스,KOSPI,288536,144769,505052,153225,2686231,515230,3791137,17.8,26.62,164.4
2026-02-01,051910,LG화학,KOSPI,612275,180889,446922,132627,5918715,709176,7067228,15.1,19.66,164.2
2026-02-17,068270,셀트리온,KOSPI,670556,658851,211684,229516,6664316,640996,1691125,20.9,-4.01,163.6
2026-02-06,035720,카카오,KOSPI,774161,707711,304646,156851,6059717,767497,3030966,20.2,14.81,157.5
2026-02-11,005930,삼성전자,KOSPI,340743,201716,186306,616456,5205279,232973,2844258,17.0,-4.1,120.8
2026-02-12,000270,기아,KOSPI,761444,671946,560271,602530,6174418,97623,4699685,10.8,15.98,110.8
2026-02-20,207940,삼성바이오로직스,KOSPI,718933,294146,105040,155065,7934046,396337,8925622,3.9,21.98,107.3
2026-02-22,005930,삼성전자,KOSPI,735280,414663,174395,237143,7594429,604531,3136529,18.6,2.79,104.9
